fractal_left,reward_right,fractal_right,prob_left,trial,reward_left,prob_right,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,response.keys,reward,response.rt,date,frameRate,expName,session,participant,
fig/6.jpg,1,fig/17.jpg,0.705,80,1,0.324,0,79,79,79,left,0,0.25269985199,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.701,81,1,0.349,0,80,80,80,left,0,2.41807699203,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.718,82,1,0.336,0,81,81,81,right,1,0.635479927063,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.706,83,1,0.359,0,82,82,82,right,0,0.152791976929,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.718,84,1,0.332,0,83,83,83,right,0,0.784765005112,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.672,85,1,0.347,0,84,84,84,right,0,0.469352960587,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.664,86,1,0.335,0,85,85,85,left,1,1.73602700233,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.662,87,1,0.31,0,86,86,86,left,1,0.284922122955,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.671,88,1,0.358,0,87,87,87,left,1,1.18543791771,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.644,89,1,0.373,0,88,88,88,left,0,1.21928501129,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.691,90,1,0.38,0,89,89,89,left,1,1.05106401443,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.716,91,1,0.408,0,90,90,90,left,1,0.619271993637,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.691,92,1,0.425,0,91,91,91,left,0,0.503258943558,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.706,93,1,0.409,0,92,92,92,left,1,0.352162837982,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.66,94,1,0.342,0,93,93,93,left,0,2.71755599976,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.632,95,1,0.365,0,94,94,94,right,1,0.569067001343,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.616,96,1,0.326,0,95,95,95,right,1,0.517310857773,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.626,97,1,0.298,0,96,96,96,right,0,0.585792064667,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.619,98,1,0.318,0,97,97,97,left,1,0.369751930237,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.578,99,1,0.364,0,98,98,98,left,1,0.568830966949,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
fig/6.jpg,1,fig/17.jpg,0.6,100,1,0.432,0,99,99,99,left,0,0.61842083931,2017_Jul_16_1609,59.9150336694,2_armed_bandit_experiment,01,g,
